key,0
#,Text
int32,str
0,""
1,"獲得率＋<Value>IntegerParameter(1)</Value>％"
2,"獲得率×<Value>IntegerParameter(1)</Value>"
3,"<If(IntegerParameter(2))>NQ/HQ獲得可能<Else/>獲得率 <Value>IntegerParameter(1)</Value>％</If>"
4,"格上レベルアイテム獲得率＋<Value>IntegerParameter(1)</Value>％"
5,"格上レベルアイテム獲得率×<Value>IntegerParameter(1)</Value>"
6,"格上レベルアイテム獲得率 <Value>IntegerParameter(1)</Value>％"
7,"自レベル以下のアイテム獲得率＋<Value>IntegerParameter(1)</Value>％"
8,"自レベル以下のアイテム獲得率×<Value>IntegerParameter(1)</Value>"
9,"自レベル以下のアイテム獲得率 <Value>IntegerParameter(1)</Value>％"
10,"HQ獲得率＋<Value>IntegerParameter(1)</Value>％"
11,"HQ獲得率×<Value>IntegerParameter(1)</Value>"
12,"<If(IntegerParameter(2))>HQ獲得可能<Else/>HQ獲得率 <Value>IntegerParameter(1)</Value>％</If>"
13,"HQ獲得率＋<Value>IntegerParameter(1)</Value>％（上昇タイプ）"
14,"個数＋<Value>IntegerParameter(1)</Value>個"
15,"個数×<Value>IntegerParameter(1)</Value>"
16,"個数 <Value>IntegerParameter(1)</Value>個"
17,"個数＋<Value>IntegerParameter(1)</Value>個（上昇タイプ）"
18,"採集回数／耐久＋<Value>IntegerParameter(1)</Value>"
19,"採集回数／耐久＋<Value>IntegerParameter(1)</Value>（上昇タイプ）"
20,"HIDDENアイテム出現率×<38>E80265FF022E</38>倍"
21,"<If(IntegerParameter(2))>収集品採集可能<Else/>収集品採集不可</If>"
