key,0,1,2,3,4,5,6,7,8
#,Name,Description,,Action,UnlockLink,Recast,UIPriority,Icon,
int32,str,str,byte,Action,uint16,byte,byte,Image,bit&01
0,"","",0,"",0,0,0,,False
1,"自动攻击","以一定时间为间隔自动进行普通攻击。",1,"",0,0,7,"ui/icon/000000/000101.tex",False
2,"跳跃","通过跳跃可以跃过较小的高低差。",1,"",0,0,11,"ui/icon/000000/000102.tex",False
3,"极限技","消耗极限槽可以施放强力的极限技。
每种职能的极限技都有所不同。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>防护职业：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>减轻全体队员受到的伤害。
（范围：50米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>近战职业：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>发动单体高伤害攻击。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>远程职业：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>对前方直线范围发动高伤害攻击。
（范围：30米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>魔法职业：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>对指定地点发动范围高伤害攻击。
（范围：8米/10米/15米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>治疗职业：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>恢复全体队员的体力，3级极限技附带复活效果。
以此复活时，身上本没有衰弱状态的队员不会被附加衰弱状态，
身上已有衰弱状态的队员其衰弱的持续时间会刷新回最大值。
（范围：50米）",1,"",0,0,4,"ui/icon/000000/000103.tex",False
4,"冲刺","提高自身的移动速度。
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>战斗中的持续时间：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>10秒
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>非战斗中的持续时间：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>20秒
※对战任务内无法使用。",1,"冲刺",0,56,1,"ui/icon/000000/000104.tex",False
5,"分解","将道具分解成能够再次使用的素材。",2,"",95,0,51,"ui/icon/000000/000120.tex",True
6,"修理","修复装备的耐久度。
需要用对应装备等级的暗物质来当作触媒。",2,"",0,0,31,"ui/icon/000000/000106.tex",True
7,"传送","消耗金币在共鸣过的以太之光之间迅速移动。",1,"传送",4,0,2,"ui/icon/000000/000111.tex",True
8,"返回","传送到上一次所记录的返回点。",1,"返回",1,57,3,"ui/icon/000000/000112.tex",True
9,"随机坐骑","随机召唤出一种坐骑。",1,"",0,0,21,"ui/icon/000000/000118.tex",False
10,"随机宠物","随机召唤出一种宠物。",1,"",0,0,23,"ui/icon/000000/000117.tex",False
11,"","",0,"",0,0,0,,False
12,"镶嵌魔晶石","将寄宿有思念的魔晶石镶嵌到装备上对装备进行强化。",2,"",11,0,33,"ui/icon/000000/000107.tex",True
13,"镶嵌魔晶石II","将寄宿有思念的魔晶石镶嵌到装备上对装备进行强化。
虽然失败的危险性很高，不过镶嵌的数量可以摆脱魔晶石孔数量的限制。",2,"",12,0,34,"ui/icon/000000/000108.tex",True
14,"精制魔晶石","抽出物品上寄宿的思念以太，将其精制成魔晶石。",2,"",13,0,32,"ui/icon/000000/000109.tex",True
15,"染色","消耗染剂来改变装备的颜色。",2,"",14,0,41,"ui/icon/000000/000110.tex",True
16,"从左至右切换敌人","从最近的敌人开始从左至右切换所选目标。",3,"",0,0,12,"ui/icon/000000/000113.tex",True
17,"从右至左切换敌人","从最近的敌人开始从右至左切换所选目标。",3,"",0,0,13,"ui/icon/000000/000114.tex",True
18,"放置","放下手中的物品。",1,"",0,0,0,"ui/icon/061000/061112.tex",False
19,"解读","解读陈旧的地图。",1,"解读",25,0,61,"ui/icon/000000/000115.tex",False
20,"挖掘","探索周围环境以确认地图上记载的宝物是否存在。
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>范围：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>半径30米",1,"挖掘",25,67,62,"ui/icon/000000/000116.tex",False
21,"精选","在采集到的收藏品中进行精选，发现新的道具。",2,"",256,0,52,"ui/icon/000000/000121.tex",True
22,"武具投影","消耗幻象棱晶来改变装备的外型。",2,"",15,0,42,"ui/icon/000000/000119.tex",True
23,"跳下","从坐骑上下来。",1,"",0,0,0,"ui/icon/061000/061128.tex",False
24,"随机飞行坐骑","随机召唤出一种飞行坐骑。",1,"",0,0,0,"ui/icon/000000/000122.tex",False
25,"投影模板","一次性对数件装备进行武具投影。",2,"",15,0,43,"ui/icon/000000/000125.tex",True
26,"任务指令1","使用迷宫挑战或蛮神战等任务中特有的指令。",1,"",0,0,5,"ui/icon/000000/000123.tex",False
27,"任务指令2","使用迷宫挑战或蛮神战等任务中特有的指令。",1,"",0,0,6,"ui/icon/000000/000124.tex",False
28,"收回","整理并收纳使用中的时尚配饰。",1,"",0,0,0,"ui/icon/061000/061188.tex",False
29,"特殊热键栏技能排序","调整特殊热键栏上技能的顺序。",1,"",0,0,0,"ui/icon/061000/061192.tex",True
30,"特殊热键栏技能排序","调整特殊热键栏上技能的顺序。",1,"",0,0,0,"ui/icon/061000/061192.tex",True
