key,0,1,2,3,4,5,6,7,8,9,10
#,BNPC,Near,Far,Angle,Bullet,,,Action[0],Action[1],Action[2],Action[3]
int32,BNpcBase,sbyte,sbyte,uint16,byte,byte,byte,Action,Action,Action,Action
0,"BNpcBase#0",0,0,0,0,0,0,"","","",""
1,"BNpcBase#1029",0,40,90,1,0,0,"Cannonfire","","","Grim Halo"
2,"BNpcBase#1885",0,40,90,1,0,0,"Cannonfire","","","Grim Halo"
3,"BNpcBase#1950",0,40,360,2,0,0,"Cannonfire","","","Grim Halo"
4,"BNpcBase#2996",10,30,150,1,1,0,"Iron Kiss","Spindly Finger","","Grim Halo"
5,"BNpcBase#3110",3,30,90,1,0,0,"Cannonfire","","","Grim Halo"
6,"BNpcBase#3637",10,60,150,1,5,6,"Iron Kiss","Spindly Finger","Pitch Bomb","Grim Halo"
7,"BNpcBase#6828",0,40,360,1,0,0,"Magitek Pulse","","","Burst"
8,"BNpcBase#9225",0,40,120,1,0,0,"Cannonfire","","","Grim Halo"
9,"BNpcBase#0",0,0,0,0,0,0,"","","",""
10,"BNpcBase#0",0,0,0,0,0,0,"","","",""
