key,0
#,String
int32,str
0,""
1,"オウスゲージ"
2,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アイアンウィル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その使用状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはアイアンウィルを使いましょう！"
3,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ジョブHUDの解説はアクションリストからいつでも確認できます。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4,"オウスゲージ"
5,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「忠義マスタリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、アイアンウィルの状態の他に
ナイトの<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“オウス（忠義）”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「オウスゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになります。
オウスはオートアタックの命中時に蓄積され、オウスを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シェルトロン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル45で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「かばう」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、レベル62で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「インターベンション」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
6,"ビーストゲージ"
7,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ディフェンダー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その使用状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはディフェンダーを使いましょう！"
8,"ビーストゲージ"
9,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「インナービースト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、ディフェンダーの状態の他に
戦士の内なる野性を表す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“インナービースト”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ビーストゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が
表示されるようになりました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「原初の魂」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル45で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スチールサイクロン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などは、
蓄積したインナービーストを消費することで発動可能です。
インナービーストは特定のアクションを使用することで蓄積されていきます。"
10,"ブラッドゲージ"
11,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グリットスタンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより、その使用状態を示すシンボルが表示されるようになりました！
敵視を集めたいときにはグリットスタンスを使いましょう！"
12,"ダークサイドシンボル"
13,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークサイドシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました！ダークサイドシンボルには暗黒の波動やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が表示されます。
暗黒の効果中は自身の与ダメージが上昇します。"
14,"ブラッドゲージ"
15,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックブラッド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことにより<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドスピラー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル64で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「クワイタス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックブラッド”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を消費して発動することができます。
ブラックブラッドは特定のアクションを使用することで蓄積されていきます。"
16,"ダークサイドシンボル"
17,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックナイト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ダークアーツ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！ダークアーツは、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックナイト”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>による
バリア効果が消費されることで付与されます。
ダークアーツが付与されていると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の波動」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「暗黒の剣」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をＭＰの代わりにダークアーツを消費して発動することができます。"
18,"ダークサイドシンボル"
19,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「影身具現」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、共に戦ってくれる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「英雄の影身」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が具現化できるようになりました！ダークサイドシンボルでは「英雄の影身」の残り具現時間が表示されます。"
20,"ヒーリングケーン"
21,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シークレットリリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得して自身に付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ヒーリングリリー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の
スタック数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヒーリングケーン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ヒーリングリリーは自身が戦闘状態で一定時間が経過するたびに付与され、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ソラス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル76で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ラプチャー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を使用することで消費されます。"
22,"ヒーリングケーン"
23,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ソラス効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、ヒーリングリリーを消費するアクションの実行で蓄積される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラッドリリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ブラッドリリーを3段階まで蓄積することによって
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハート・オブ・ミゼリ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が使用できます。"
24,"エーテルフローシンボル"
25,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>使用時に、その付与数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エーテルフローシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！"
26,"エーテルゲージ"
