key,0,1,2,3,4,5
#,ClassJobCategory,,ENpcResident,Item,AmountRequired,ItemHQ
int32,ClassJobCategory,byte,ENpcResident,Item,byte,bit&01
0.0,"",0,,"",0,False
1.0,"",0,,"",0,False
1.1,"",0,,"",0,False
1.2,"",0,,"",0,False
1.3,"",0,,"",0,False
2.0,"",0,,"",0,False
2.1,"",0,,"",0,False
2.2,"",0,,"",0,False
2.3,"",0,,"",0,False
3.0,"",0,,"",0,False
3.1,"",0,,"",0,False
3.2,"",0,,"",0,False
3.3,"",0,,"",0,False
4.0,"",0,,"",0,False
4.1,"",0,,"",0,False
4.2,"",0,,"",0,False
4.3,"",0,,"",0,False
5.0,"クラフター",0,"真面目なナマズオ","交易品部材",2,False
5.1,"採掘師",0,"真面目なナマズオ","草原の雲母",3,False
5.2,"園芸師",0,"真面目なナマズオ","草原の紅花",3,False
5.3,"漁師",0,"真面目なナマズオ","カールクラブ",1,False
6.0,"クラフター",0,"光風院セイゲツ","清めの祭具",1,False
6.1,"採掘師",0,"光風院セイゲツ","草原の岩塩",3,False
6.2,"園芸師",0,"光風院セイゲツ","常緑の枝",3,False
6.3,"漁師",0,"光風院セイゲツ","供物の小魚",1,False
7.0,"クラフター",0,"光風院セイゲツ","篝火台部材",2,False
7.1,"採掘師",0,"光風院セイゲツ","草原の石炭",3,False
7.2,"園芸師",0,"光風院セイゲツ","草原の枯れ枝",3,False
7.3,"漁師",0,"光風院セイゲツ","アブラクダリ",1,False
8.0,"クラフター",0,"光風院セイゲツ","うちわ部材",3,False
8.1,"採掘師",0,"光風院セイゲツ","純白の珪砂",3,False
8.2,"園芸師",0,"光風院セイゲツ","ステップラタン",3,False
8.3,"漁師",0,"光風院セイゲツ","赤銅魚",1,False
9.0,"クラフター",0,"釣り道楽のナマズオ","ナマズ釣り具",2,False
9.1,"採掘師",0,"釣り道楽のナマズオ","鈍色の鉱石",3,False
9.2,"園芸師",0,"釣り道楽のナマズオ","ヨルの羽根",3,False
9.3,"漁師",0,"釣り道楽のナマズオ","巨大オオナマズ",1,False
10.0,"クラフター",0,"ギョリン","遊牧民風の商材",1,False
10.1,"採掘師",0,"ギョリン","草原の宝玉",3,False
10.2,"園芸師",0,"ギョリン","草原の果実",3,False
10.3,"漁師",0,"ギョリン","ニジメダカ",1,False
11.0,"クラフター",0,"光風院セイゲツ","先祖の接待用品",2,False
11.1,"採掘師",0,"光風院セイゲツ","草原の粘土",3,False
11.2,"園芸師",0,"光風院セイゲツ","草原のつぼみ",3,False
11.3,"漁師",0,"光風院セイゲツ","アユナギ",1,False
12.0,"クラフター",0,"ケナガウシを育てる遊牧民","毛刈りハサミ部材",1,True
12.1,"採掘師",0,"ケナガウシを育てる遊牧民","草原の砥石",2,False
12.2,"園芸師",0,"ケナガウシを育てる遊牧民","草原の牧草",2,False
12.3,"漁師",0,"ケナガウシを育てる遊牧民","アブラウナギ",1,False
13.0,"クラフター",0,"調理担当のナマズオ","ボーズ調理用品",2,False
13.1,"採掘師",0,"調理担当のナマズオ","耐熱性の石材",3,False
13.2,"園芸師",0,"調理担当のナマズオ","ステップオニオン",3,False
13.3,"漁師",0,"調理担当のナマズオ","ステップシュリンプ",1,False
14.0,"クラフター",0,"お茶好きナマズオ","茶会必需品",3,False
14.1,"採掘師",0,"お茶好きナマズオ","草原の天然水",3,False
14.2,"園芸師",0,"お茶好きナマズオ","草原の空豆",3,False
14.3,"漁師",0,"お茶好きナマズオ","杯貝",1,False
15.0,"クラフター",0,"光風院セイゲツ","馬番必需品",2,False
15.1,"採掘師",0,"光風院セイゲツ","草原の鉄鉱",1,False
15.2,"園芸師",0,"光風院セイゲツ","草原の馬草",1,False
15.3,"漁師",0,"光風院セイゲツ","月蝶貝",1,False
16.0,"クラフター",0,"光風院セイゲツ","太鼓部材",1,False
16.1,"採掘師",0,"光風院セイゲツ","扁平な石材",2,False
16.2,"園芸師",0,"光風院セイゲツ","草原の茶葉",2,False
16.3,"漁師",0,"光風院セイゲツ","牛皮魚",1,False
17.0,"クラフター",0,"紙すきナマズオ","紙吹雪生産道具",3,False
17.1,"採掘師",0,"紙すきナマズオ","草原の朱砂",2,False
17.2,"園芸師",0,"紙すきナマズオ","草原の野草",2,False
17.3,"漁師",0,"紙すきナマズオ","夕焼貝",1,False
18.0,"クラフター",0,"光風院セイゲツ","供物用品",1,True
18.1,"採掘師",0,"光風院セイゲツ","草原の翡翠",3,False
18.2,"園芸師",0,"光風院セイゲツ","草原の根菜",3,False
18.3,"漁師",0,"光風院セイゲツ","スパイクフィッシュ",1,False
19.0,"クラフター",0,"料理好きのナマズオ","ナマズオ焼き用品",2,False
19.1,"採掘師",0,"料理好きのナマズオ","草原の上質岩塩",2,False
19.2,"園芸師",0,"料理好きのナマズオ","草原の香草",2,False
19.3,"漁師",0,"料理好きのナマズオ","ナーマの爪",1,False
20.0,"クラフター",0,"光風院セイゲツ","投擲用特産品",1,True
20.1,"採掘師",0,"光風院セイゲツ","群青の鉱石",1,False
20.2,"園芸師",0,"光風院セイゲツ","草原の果菜",1,False
20.3,"漁師",0,"光風院セイゲツ","槍穂貝",1,False
21.0,"クラフター",0,"気弱なナマズオ","ナゴール用品",2,False
21.1,"採掘師",0,"気弱なナマズオ","草原の重石",1,False
21.2,"園芸師",0,"気弱なナマズオ","上質のツル",1,False
21.3,"漁師",0,"気弱なナマズオ","上質の硬鱗魚",1,False
22.0,"クラフター",0,"料理上手なナマズオ","愛用の包丁部材",1,True
22.1,"採掘師",0,"料理上手なナマズオ","草原の泥岩砥石",1,False
22.2,"園芸師",0,"料理上手なナマズオ","草原の熟成果実",1,False
22.3,"漁師",0,"料理上手なナマズオ","太ったトラウト",1,False
23.0,"クラフター",0,"指導役のオロニル族","感謝の贈答品",2,False
23.1,"採掘師",0,"指導役のオロニル族","草原の黒曜石",1,False
23.2,"園芸師",0,"指導役のオロニル族","草原の鼓草",1,False
23.3,"漁師",0,"指導役のオロニル族","リンゴガイ",1,False
24.0,"クラフター",0,"ギョカ","魅惑の魔物人形",1,True
24.1,"採掘師",0,"ギョカ","草原の輝石",1,False
24.2,"園芸師",0,"ギョカ","香り高い野草",1,False
24.3,"漁師",0,"ギョカ","ハグルマガイ",1,False
25.0,"クラフター",0,"ギョレイ","ハッピ部材",3,False
25.1,"採掘師",0,"ギョレイ","紅孔雀石",3,False
25.2,"園芸師",0,"ギョレイ","アジムイチゴ",3,False
25.3,"漁師",0,"ギョレイ","太陽貝",1,False
26.0,"クラフター",0,"ギョレイ","供物台部材",2,False
26.1,"採掘師",0,"ギョレイ","空山石",3,False
26.2,"園芸師",0,"ギョレイ","紅亜麻",3,False
26.3,"漁師",0,"ギョレイ","アジムアカメ",1,False
27.0,"クラフター",0,"ギョレイ","御輿部材",2,False
27.1,"採掘師",0,"ギョレイ","明け砂金",2,False
27.2,"園芸師",0,"ギョレイ","暮れマユ",2,False
27.3,"漁師",0,"ギョレイ","オオウチワ貝",1,False
28.0,"クラフター",0,"ギョシン","祭弓部材",1,True
28.1,"採掘師",0,"ギョシン","月曜石",1,False
28.2,"園芸師",0,"ギョシン","真っ直ぐな枯れ茎",1,False
28.3,"漁師",0,"ギョシン","矢巻貝",1,False
29.0,"クラフター",0,"ギョレイ","ナマズオ人形部材",1,True
29.1,"採掘師",0,"ギョレイ","耐熱石",1,False
29.2,"園芸師",0,"ギョレイ","カヤツリグサ",1,False
29.3,"漁師",0,"ギョレイ","マボロシナマズ",1,False
30.0,"クラフター",0,"愛想のいいナマズオ","粗品部材",1,False
30.1,"採掘師",0,"愛想のいいナマズオ","草原の銅鉱",3,False
30.2,"園芸師",0,"愛想のいいナマズオ","草原のツル",3,False
30.3,"漁師",0,"愛想のいいナマズオ","カールザガス",1,False
31.0,"クラフター",0,"薬師ナマズオ","素敵な調合用品",3,False
31.1,"採掘師",0,"薬師ナマズオ","謎めいた粉末",1,False
31.2,"園芸師",0,"薬師ナマズオ","謎めいた野草",1,False
31.3,"漁師",0,"薬師ナマズオ","謎めいた魚",1,False
32.0,"採掘師",0,"チャクルリ・コテル","奇岩の石英",1,False
32.1,"園芸師",0,"チャクルリ・コテル","老樹の琥珀",1,False
32.2,"漁師",0,"チャクルリ・コテル","晶鱗魚",1,False
33.0,"採掘師",0,"ヴァラン","蛇眼石",1,False
33.1,"園芸師",0,"ヴァラン","霊マユ",1,False
33.2,"漁師",0,"ヴァラン","銀鏡貝",1,False
34.0,"採掘師",0,"キタルリ・ナトル","湧き岩の聖水",1,False
34.1,"園芸師",0,"キタルリ・ナトル","霊草の根",1,False
34.2,"漁師",0,"キタルリ・ナトル","ダランの爪",1,False
35.0,"採掘師",0,"キタルリ・ナトル","焚火の晶石",3,False
35.1,"園芸師",0,"キタルリ・ナトル","蛇山椒",3,False
35.2,"漁師",0,"キタルリ・ナトル","マグマイール",1,False
36.0,"採掘師",0,"チャクルリ・コテル","湿地の蛇紋岩",3,False
36.1,"園芸師",0,"チャクルリ・コテル","湿地の老樹皮",3,False
36.2,"漁師",0,"チャクルリ・コテル","モスタートル",1,False
37.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの鉄鉱石",3,False
37.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの亜麻",3,False
37.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのビッグアーチャー",1,False
38.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの火打石",3,False
38.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの種子",3,False
38.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのトラウト",1,False
39.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの粘板岩",3,False
39.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの蔦",3,False
39.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのエリオプス",1,False
40.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けのアントエッグ",3,False
40.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの蚕蛹",3,False
40.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのロバークラブ",1,False
41.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けのスコーピオン",3,False
41.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのベリー",3,False
41.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのピラニア",1,False
42.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けのアンバー",3,False
42.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのラベンダー",3,False
42.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのピラルク",1,False
43.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けのカルカンサイト",3,False
43.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのタランチュラ",3,False
43.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのドクナマズ",1,False
44.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの鉱物油",3,False
44.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの薬草",3,False
44.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの緑藻",1,False
45.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けのピグメント",3,False
45.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのターメリック",3,False
45.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの巻貝",1,False
46.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの重曹",3,False
46.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのマリモ",3,False
46.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの淡水海綿",1,False
47.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの粘土",3,False
47.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのトリリウム",3,False
47.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの二枚貝",1,False
48.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの黒鉛",3,False
48.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの羽根",3,False
48.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのキティ",1,False
49.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの岩塩",3,False
49.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの樹皮",3,False
49.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのナイツバス",1,False
50.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの硫黄",3,False
50.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのマグワート",3,False
50.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのマグマアロワナ",1,False
51.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの石笛",3,False
51.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの茎",3,False
51.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの大樹の鱗",1,False
52.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの砂利",3,False
52.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのホウキグサ",3,False
52.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのピピラ",1,False
53.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの輝石",3,False
53.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの堅果",3,False
53.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの魔貝",1,False
54.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの岩虫",3,False
54.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの蜜蜂の巣",3,False
54.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの卵持ちトラウト",1,False
55.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの硬鉄鉱",3,False
55.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの樹根",3,False
55.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのダイヤモンドアロワナ",1,False
56.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの骨片",3,False
56.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けのワーム",3,False
56.2,"漁師",0,"コテルリ・パソリ","発掘隊向けのラーヴァ",1,False
57.0,"採掘師",0,"コテルリ・パソリ","発掘隊向けの石墨",3,False
57.1,"園芸師",0,"コテルリ・パソリ","発掘隊向けの麻",3,False
57.2,"漁師",0,"コテルリ・パソリ","発掘隊向けの大巻貝",1,False
