key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Level,MinLevel,MaxLevel,Emote,MinTime,MaxTime,PlaceName,Icon{List},Icon{Discovered},Name,Impression,Description,Icon{Undiscovered},IsInitial
int32,Level,int32,byte,Emote,uint16,uint16,PlaceName,Image,Image,str,str,str,Image,bit&01
2162688,"Level#4876856",0,0,"Lookout",800,1159,"Limsa Lominsa","ui/icon/081000/081501.tex","ui/icon/081000/081001.tex","Barracuda Piers","""Under the azure, I gazed down upon warships three, their billowing sails of crimson leaving no doubt as to who truly rules the seas."" Such were the merchant's words, and I would see as he saw.","These docks provide safe mooring for the Thalassocratic Navy's principal squadrons, also known as the Crimson Fleet. To prevent sabotage, admittance to the area is forbidden to the general citizenry; however, on clear days, one may catch a glimpse of the armada flagship, the <Emphasis>Triumph</Emphasis>, from atop one of Limsa Lominsa's myriad spans.","ui/icon/081000/081451.tex",True
2162689,"Level#4876859",0,0,"Lookout",1800,459,"Limsa Lominsa","ui/icon/081000/081502.tex","ui/icon/081000/081002.tex","The <Emphasis>Astalicia</Emphasis>","""A flagon or two o' grog havin' filled me 'ead with big ideas, I eyed that 'ive o' villainy from the pier, feelin' as if I could cut down One-eyed Hyllfyr 'imself. Woke the next mornin' strung up by me ankles. Aye, was lucky to escape with me life."" Such were the buccaneer's words, and I would see as he saw.","Registered as a trade vessel hailing from foreign waters, this battle-scarred warship captained by the lord of the region's underworld, One-eyed Hyllfyr, serves as a gathering place for brigands, cutthroats, and the purveyors of sundry other breeds of villainy. It is here that the city–state's many pirate crews find new recruits to join their ranks.","ui/icon/081000/081451.tex",True
2162690,"Level#4876905",0,0,"Pray",500,759,"Middle La Noscea","ui/icon/081000/081503.tex","ui/icon/081000/081003.tex","Seasong Grotto","""In a dank cavern that's never known the sun, the patter of the rain me only companion, I dropped to one knee and said me farewells to me ill-fated mates. They sing no songs for fishermen, but the sea swallows us all the same."" Such were the old mariner's words, and I would see as he saw.","“I am the waves that bear, I am the winds that guide.
I am the evening stars, I am the morning sky.
I am born of the sea, and there shall I die.”

Nestled within a shallow cavern situated to the south of Summerford Farms sits an ancient monolith upon which is carved this, the Sailors' Requiem.","ui/icon/081000/081451.tex",True
2162691,"Level#4876907",0,0,"Lookout",1200,1659,"Middle La Noscea","ui/icon/081000/081504.tex","ui/icon/081000/081004.tex","The Skylift","""Backbreakin', arse-bustin' work, it is. But seein' me vessels ridin' the winds, soarin' off to far lands where me legs will never carry me─well, at least me sweat and blood ain't been for naught, eh?"" Such were the laborer's words, and I would see as he saw.","Once an endless expanse of flat, rocky meadows, middle La Noscea is now severed atwain by a sheer cliff known as the Descent. To maintain overland trade routes from the easterly outposts of Aleport and Bronze Lake, Lominsan engineers created the Skylift─a tower of wooden scaffolding outfitted with pulleys, winches, and lighter-than-air balloons.","ui/icon/081000/081451.tex",True
2162692,"Level#4876912",0,0,"Lookout",800,1159,"Middle La Noscea","ui/icon/081000/081505.tex","ui/icon/081000/081005.tex","La Thagran Eastroad","""When the skies turn grey and spirits sag, I climb high and look upon roads blazed long ago. I turn my thoughts to the hardships of my forebears till mine own worries drift away, and I find strength to carry on."" Such were the sentry's words, and I would see as she saw.","When the <Emphasis>Galadion</Emphasis> fell victim to the Navigator's fury and ran aground on the southern shores of Vylbrand seven hundred years ago, it was her two helmsmen, Jean De Nevelle and Guy La Thagran, who were tasked with exploring the newfound island─the former heading east, the latter, west. To this day, their routes still serve as La Noscea's two main thoroughfares.","ui/icon/081000/081451.tex",True
2162693,"Level#4876920",0,0,"Lookout",1800,459,"Lower La Noscea","ui/icon/081000/081508.tex","ui/icon/081000/081008.tex","The Salt Strand","""Under the watchful gaze of the Wanderer, I cast a line to waters far below. Looking upon those pillars, grotesque and beautiful, my thoughts drift to that fateful day five years ago."" Such were the fisher's words, and I would see as she saw.","When struck by a fallen shard from Dalamud's outer shell, a massive amount of concentrated aether was released from just below the surface of the Rhotano Sea, immediately fusing with and crystallizing the towering fount of saltwater which was expelled during the impact. City–state-funded exploratory forays into the inner crater have all yet to return...","ui/icon/081000/081451.tex",True
2162694,"Level#4876921",0,0,"Lookout",500,759,"Lower La Noscea","ui/icon/081000/081509.tex","ui/icon/081000/081009.tex","Red Rooster Stead","""No romance in the farmin' life? Balderdash, I say! Rise at dawn, climb atop the gate, and look upon the dew-kissed fields below─then tell me there's any place in the realm ye'd rather be."" Such were the farmer's words, and I would see as he saw.","The farmers on the Red Rooster Stead will rarely shy from testing their agricultural acumen on exotic crops or untested growing methods, and take pride in their willingness to sacrifice a harvest if it means a better yield an autumn hence. The plantation's name is said to be taken from the bloody cockfights held after nightfall by the gamekeeps.","ui/icon/081000/081451.tex",True
2162695,"Level#4876926",0,0,"Lookout",500,759,"Western La Noscea","ui/icon/081000/081513.tex","ui/icon/081000/081013.tex","The Brewer's Beacon","""When dawn breaks, I quench the flame and pour meself an ale. I step outside, and lose meself in the blue expanse above and below─me hard-earned reward for the ships I've seen to safety, I reckon."" Such were the candlekeep's words, and I would see as he saw.","This relatively new lighthouse was built soon after the Calamity claimed Swiftperch Tower to ensure safe passage for trade vessels carrying shipments of dark stouts and blonde barleywines out of Aleport. In addition, the candlekeeps also keep watch for increasingly frequent rogue tidal waves caused by the stirrings of the Lord of the Whorl.","ui/icon/081000/081451.tex",True
2162696,"Level#4868036",0,0,"Lookout",1200,1659,"Gridania","ui/icon/081000/081552.tex","ui/icon/081000/081052.tex","The Leatherworkers' Guild","""Knew it was my calling ever since I was knee-high to a goobbue. When cloudy days sunk my spirits, I'd sneak into the guild, climb as high as my legs could carry me, and watch the tanners and tawers at work below."" Such were the craftsman's words, and I would see as he saw.","Crafters for the realm-famous Atelier Fen-Yll, the Leatherworkers' Guild boasts the finest tawers and tanners in all Eorzea. In recent years, the workshop has come to be known for its Geva patterns, which outline methods of working and cutting hides, pelts, skins, and furs in a way that honors the elementals within by minimizing waste.","ui/icon/081000/081452.tex",True
2162697,"Level#4876928",0,0,"Lookout",1800,459,"Gridania","ui/icon/081000/081553.tex","ui/icon/081000/081053.tex","Apkallu Falls","""My favoritest place is where I can see the falling water. There's a secret path that only I know. I snuck out of bed to go there last night. Mum and Dad made me promise I wouldn't climb up there anymore─you won't tell them, will you?"" Such were the little boy's words, and I would see as he saw.","Named after a failed attempt by an ambitious Gridanian merchant to hatch and breed apkallus in the linn, Apkallu Falls is most remembered for serving as a place of meditation for the late Louisoix Leveilleur, Circle of Knowing Archon and hero of Eorzea.","ui/icon/081000/081452.tex",True
2162698,"Level#4877070",0,0,"Sit",1200,1659,"Central Shroud","ui/icon/081000/081555.tex","ui/icon/081000/081055.tex","Bentbranch Meadows","""Cute little bugger, isn't he? The moogle, that is. Seein' him up there on a clear day, swayin' gently in the wind, it's enough to lull a man to slumber. Me, I settle for a stump and a moment's repose."" Such were the stablehand's words, and I would see as he saw.","Once Moogle's Gift Mounts was established and its rookery stocked with Ishgard's finest birds, it was not long before an entire settlement had grown up around the stables. The trademark balloon tethered to the main building is actually an Ixali war vessel claimed by chocobokeeps after it became tangled in a nearby tree and was abandoned by its riders.","ui/icon/081000/081452.tex",True
2162699,"Level#4877071",0,0,"Pray",800,1159,"East Shroud","ui/icon/081000/081560.tex","ui/icon/081000/081060.tex","The Sanctum of the Twelve","""I've never been the pious type, but when the sun strikes those windows and the trees in the gardens glisten, even I find myself mouthing a prayer from time to time."" Such were the botanist's words, and I would see as he saw.","This sky-scraping ivory cathedral was built following the Age of Endless Frost─a dark period in which the realm was overrun with famine and disease─to serve as a place of refuge and respite for all who sought succor. Soon after, however, it fell into ruin and was all but forgotten...until the advent of the Seventh Umbral Era saw need for its rise once again.","ui/icon/081000/081452.tex",True
2162700,"Level#4877072",0,0,"Lookout",1800,459,"East Shroud","ui/icon/081000/081561.tex","ui/icon/081000/081061.tex","Little Solace","""To know the sylph, you must be the sylph. I may lack for wings, but a short climb will put me in a similar position. Lights dancing in the dark before me, I ponder what mischief I might make─er, were I a sylph, that is."" Such were the scholar's words, and I would see as he saw.","Little is the solace granted to those sylphs who would voice their opposition to the summoning of the Lord of Levin. Little is the solace bequeathed upon those who would abandon their homes in the Sylphlands and shun their frenzied brethren. Thus, it is only through fraternity that those sylphs may ultimately find solace, however little it may be.","ui/icon/081000/081452.tex",True
