key,0,1,2,3,4,5,6,7,8
#,TopImage,BottomImage,FontColor,,,,UnlockCondition,SortKey,Name
int32,Image,Image,byte,byte,byte,byte,BannerCondition,byte,str
0,"ui/icon/196000/196001.tex","ui/icon/196000/196251.tex",0,0,0,0,"BannerCondition#1",0,"なし"
1,"ui/icon/196000/196002.tex","ui/icon/196000/196252.tex",1,0,0,0,"BannerCondition#1",3,"半透明：ブラック"
2,"ui/icon/196000/196003.tex","ui/icon/196000/196253.tex",1,0,0,0,"BannerCondition#1",1,"グラデーション：グレー"
3,"ui/icon/196000/196004.tex","ui/icon/196000/196254.tex",1,0,0,0,"BannerCondition#1",2,"グラデーション：パープル"
4,"ui/icon/196000/196005.tex","ui/icon/196000/196255.tex",2,0,0,0,"BannerCondition#1",5,"アイボリー"
5,"ui/icon/196000/196006.tex","ui/icon/196000/196256.tex",1,0,0,0,"BannerCondition#1",9,"スピア"
6,"ui/icon/196000/196007.tex","ui/icon/196000/196257.tex",1,0,0,0,"BannerCondition#1",10,"クラシック"
7,"ui/icon/196000/196008.tex","ui/icon/196000/196258.tex",2,0,0,0,"BannerCondition#1",7,"ウッドボード"
8,"ui/icon/196000/196009.tex","ui/icon/196000/196259.tex",1,0,0,0,"BannerCondition#1",4,"半透明：ダークブルー"
9,"ui/icon/196000/196010.tex","ui/icon/196000/196260.tex",1,0,0,0,"BannerCondition#1",6,"ウッドパターン"
10,"ui/icon/196000/196011.tex","ui/icon/196000/196261.tex",1,0,0,0,"BannerCondition#1",8,"スクロール"
11,"ui/icon/196000/196101.tex",,1,0,0,0,"BannerCondition#319",100,"絶バハムート討滅戦"
12,"ui/icon/196000/196102.tex",,1,0,0,0,"BannerCondition#320",101,"絶アルテマウェポン破壊作戦"
13,"ui/icon/196000/196103.tex",,1,0,0,0,"BannerCondition#321",102,"絶アレキサンダー討滅戦"
14,"ui/icon/196000/196104.tex",,1,0,0,0,"BannerCondition#322",103,"絶竜詩戦争"
15,"ui/icon/196000/196216.tex","ui/icon/196000/196466.tex",1,0,0,0,"BannerCondition#344",87,"友好部族クエスト：オミクロン族"
16,"ui/icon/196000/196012.tex","ui/icon/196000/196262.tex",1,0,0,0,"BannerCondition#347",14,"ミュージック"
17,"ui/icon/196000/196013.tex","ui/icon/196000/196263.tex",1,0,0,0,"BannerCondition#1",15,"東方風"
18,"ui/icon/196000/196014.tex","ui/icon/196000/196264.tex",1,0,0,0,"BannerCondition#346",11,"マスキングテープ：リムサ・ロミンサ"
19,"ui/icon/196000/196015.tex","ui/icon/196000/196265.tex",1,0,0,0,"BannerCondition#346",12,"マスキングテープ：グリダニア"
20,"ui/icon/196000/196016.tex","ui/icon/196000/196266.tex",1,0,0,0,"BannerCondition#346",13,"マスキングテープ：ウルダハ"
21,"ui/icon/196000/196212.tex","ui/icon/196000/196462.tex",1,0,0,0,"BannerCondition#429",83,"友好部族クエスト：ピクシー族"
22,"ui/icon/196000/196213.tex","ui/icon/196000/196463.tex",1,0,0,0,"BannerCondition#430",84,"友好部族クエスト：キタリ族"
23,"ui/icon/196000/196214.tex","ui/icon/196000/196464.tex",1,0,0,0,"BannerCondition#431",85,"友好部族クエスト：ドワーフ族"
24,"ui/icon/196000/196215.tex","ui/icon/196000/196465.tex",1,0,0,0,"BannerCondition#432",86,"友好部族クエスト：アルカソーダラ族"
25,"ui/icon/196000/196217.tex","ui/icon/196000/196467.tex",1,0,0,0,"BannerCondition#433",88,"友好部族クエスト：レポリット族"
26,"ui/icon/196000/196105.tex",,1,0,0,0,"BannerCondition#434",104,"絶オメガ検証戦"
27,"ui/icon/196000/196210.tex","ui/icon/196000/196460.tex",1,0,0,0,"BannerCondition#524",80,"友好部族クエスト：コウジン族"
28,"ui/icon/196000/196209.tex","ui/icon/196000/196459.tex",2,0,0,0,"BannerCondition#525",81,"友好部族クエスト：アナンタ族"
29,"ui/icon/196000/196211.tex","ui/icon/196000/196461.tex",1,0,0,0,"BannerCondition#526",82,"友好部族クエスト：ナマズオ族"
30,"ui/icon/196000/196106.tex",,1,0,0,0,"BannerCondition#523",110,"10周年記念"
31,"ui/icon/196000/196107.tex",,1,0,0,0,"BannerCondition#529",90,"世界を釣る者"
32,"ui/icon/196000/196108.tex",,1,0,0,0,"BannerCondition#530",91,"太公望への道"
33,"ui/icon/196000/196109.tex","ui/icon/196000/196351.tex",1,0,0,0,"BannerCondition#531",92,"月下の雀士"
34,,,0,0,0,0,"BannerCondition#0",0,""
35,,,0,0,0,0,"BannerCondition#0",0,""
36,,,0,0,0,0,"BannerCondition#0",0,""
37,,,0,0,0,0,"BannerCondition#0",0,""
38,,,0,0,0,0,"BannerCondition#0",0,""
39,,,0,0,0,0,"BannerCondition#0",0,""
40,,,0,0,0,0,"BannerCondition#0",0,""
41,,,0,0,0,0,"BannerCondition#0",0,""
42,,,0,0,0,0,"BannerCondition#0",0,""
43,,,0,0,0,0,"BannerCondition#0",0,""
44,,,0,0,0,0,"BannerCondition#0",0,""
45,,,0,0,0,0,"BannerCondition#0",0,""
46,,,0,0,0,0,"BannerCondition#0",0,""
47,,,0,0,0,0,"BannerCondition#0",0,""
48,,,0,0,0,0,"BannerCondition#0",0,""
49,,,0,0,0,0,"BannerCondition#0",0,""
50,,,0,0,0,0,"BannerCondition#0",0,""
