key,0,1,2,3
#,Level,ClassJob,MinLevel,MaxLevel
int32,Level,ClassJob,byte,byte
0,,"すっぴん士",0,0
1,"Level#1140471","占星術師",1,49
2,"Level#2648030","鍛冶師",1,9
3,"Level#2648030","裁縫師",1,9
4,"Level#2648030","侍",1,9
5,"Level#2648030","漁師",1,9
6,"Level#1672782","鍛冶師",10,14
7,"Level#1672782","裁縫師",10,14
8,"Level#1672782","侍",10,14
9,"Level#1672782","漁師",10,14
10,"Level#1646078","鍛冶師",15,19
11,"Level#1646078","裁縫師",15,19
12,"Level#1646078","侍",15,19
13,"Level#1646078","漁師",15,19
14,"Level#4103445","侍",20,29
15,"Level#2257020","占星術師",20,29
16,"Level#2257020","侍",20,29
17,"Level#2257020","暗黒騎士",20,29
18,"Level#3643652","侍",30,34
19,"Level#4106909","侍",30,34
20,"Level#2367401","占星術師",1,49
21,"Level#2367401","ナイト",1,9
22,"Level#3998968","甲冑師",1,9
23,"Level#3998968","彫金師",1,9
24,"Level#3998968","採掘師",1,9
25,"Level#3998968","侍",1,9
26,"Level#3998968","甲冑師",10,14
27,"Level#3998968","彫金師",10,14
28,"Level#3998968","採掘師",10,14
29,"Level#3998968","侍",10,14
30,"Level#3998968","ナイト",10,14
31,"Level#2540476","甲冑師",15,19
32,"Level#2540476","彫金師",15,19
33,"Level#2540476","採掘師",15,19
34,"Level#2540476","侍",15,19
35,"Level#2540476","ナイト",15,19
36,"Level#4018485","侍",20,24
37,"Level#4103304","侍",20,29
38,"Level#3999029","占星術師",30,34
39,"Level#3999029","侍",30,34
40,"Level#3999029","暗黒騎士",30,34
41,"Level#4103440","侍",30,34
42,"Level#3629068","侍",35,39
43,"Level#2539960","占星術師",1,49
44,"Level#3958072","調理師",1,9
45,"Level#3958072","錬金術師",1,9
46,"Level#3958072","革細工師",1,9
47,"Level#3958072","侍",1,9
48,"Level#3958072","園芸師",1,9
49,"Level#2540071","調理師",10,14
50,"Level#2540071","錬金術師",10,14
51,"Level#2540071","革細工師",10,14
52,"Level#2540071","侍",10,14
53,"Level#2540071","園芸師",10,14
54,"Level#2540213","調理師",15,19
55,"Level#2540213","錬金術師",15,19
56,"Level#2540213","革細工師",15,19
57,"Level#2540213","侍",15,19
58,"Level#2540213","園芸師",15,19
59,"Level#4103464","侍",20,29
60,"Level#3974981","侍",25,29
61,"Level#4103469","侍",30,34
62,"Level#3645035","侍",40,44
63,"Level#3643001","占星術師",35,39
64,"Level#3643001","侍",35,39
65,"Level#3643001","暗黒騎士",35,39
66,"Level#4270131","侍",35,39
67,"Level#3643492","占星術師",40,44
68,"Level#3643492","侍",40,44
69,"Level#3643492","暗黒騎士",40,44
70,"Level#4270237","侍",40,44
71,"Level#4258822","占星術師",45,49
72,"Level#4258822","侍",45,49
73,"Level#4258822","暗黒騎士",45,49
74,"Level#4258843","侍",45,49
75,"Level#4273866","すっぴん士",0,0
76,"Level#5581202","すっぴん士",1,0
