key,0,1
#,LGB{SharedGroup},Param
int32,uint32,HWDSharedGroupControlParam
0.0,0,"HWDSharedGroupControlParam#0"
1.0,7988590,"HWDSharedGroupControlParam#1"
1.1,8157411,"HWDSharedGroupControlParam#2"
1.2,7988589,"HWDSharedGroupControlParam#3"
1.3,7988588,"HWDSharedGroupControlParam#4"
1.4,8156347,"HWDSharedGroupControlParam#5"
1.5,8145886,"HWDSharedGroupControlParam#6"
1.6,8040854,"HWDSharedGroupControlParam#7"
1.7,8040857,"HWDSharedGroupControlParam#7"
1.8,8040859,"HWDSharedGroupControlParam#7"
1.9,8040860,"HWDSharedGroupControlParam#7"
1.10,8098960,"HWDSharedGroupControlParam#7"
1.11,8161109,"HWDSharedGroupControlParam#8"
1.12,8161222,"HWDSharedGroupControlParam#9"
1.13,8124872,"HWDSharedGroupControlParam#11"
1.14,8126443,"HWDSharedGroupControlParam#12"
1.15,8125148,"HWDSharedGroupControlParam#13"
1.16,8125432,"HWDSharedGroupControlParam#14"
1.17,8125433,"HWDSharedGroupControlParam#14"
1.18,8125434,"HWDSharedGroupControlParam#14"
1.19,8126444,"HWDSharedGroupControlParam#15"
1.20,8126445,"HWDSharedGroupControlParam#16"
1.21,8107484,"HWDSharedGroupControlParam#17"
1.22,8107512,"HWDSharedGroupControlParam#18"
1.23,8107525,"HWDSharedGroupControlParam#19"
1.24,8161221,"HWDSharedGroupControlParam#10"
2.0,8261487,"HWDSharedGroupControlParam#20"
2.1,8258835,"HWDSharedGroupControlParam#21"
2.2,8259779,"HWDSharedGroupControlParam#22"
2.3,8262183,"HWDSharedGroupControlParam#23"
2.4,8259946,"HWDSharedGroupControlParam#24"
2.5,8261086,"HWDSharedGroupControlParam#25"
2.6,8262200,"HWDSharedGroupControlParam#26"
2.7,8263982,"HWDSharedGroupControlParam#27"
2.8,8264078,"HWDSharedGroupControlParam#28"
2.9,8266667,"HWDSharedGroupControlParam#29"
2.10,8266722,"HWDSharedGroupControlParam#30"
2.11,8268074,"HWDSharedGroupControlParam#31"
2.12,8268957,"HWDSharedGroupControlParam#32"
2.13,8270002,"HWDSharedGroupControlParam#33"
2.14,8270259,"HWDSharedGroupControlParam#34"
2.15,8272152,"HWDSharedGroupControlParam#35"
2.16,8272153,"HWDSharedGroupControlParam#36"
2.17,8272568,"HWDSharedGroupControlParam#37"
2.18,8272569,"HWDSharedGroupControlParam#38"
2.19,8272154,"HWDSharedGroupControlParam#39"
2.20,8273446,"HWDSharedGroupControlParam#40"
2.21,8273465,"HWDSharedGroupControlParam#41"
2.22,8273654,"HWDSharedGroupControlParam#42"
2.23,8273656,"HWDSharedGroupControlParam#43"
2.24,8274376,"HWDSharedGroupControlParam#44"
2.25,8156347,"HWDSharedGroupControlParam#45"
2.26,8312852,"HWDSharedGroupControlParam#46"
2.27,8372463,"HWDSharedGroupControlParam#47"
