key,0,1,2,3,4,5,6,7,8
#,StampIcon,,Category,,Unknown[5-4][0],Unknown[5-4][1],,,Name
int32,Image,int32,GroupPoseStampCategory,uint16,int32,bit&01,bit&02,bit&04,str
0,,0,"未設定",0,0,False,False,False,"未設定"
1,"ui/icon/120000/ja/120021.tex",2,"コンテンツ",200,0,False,False,False,"Start"
2,"ui/icon/120000/ja/120022.tex",2,"コンテンツ",201,0,False,False,False,"Complete!"
3,,0,"未設定",0,0,False,False,False,""
4,"ui/icon/120000/ja/120024.tex",2,"コンテンツ",203,0,False,False,False,"Restart"
5,"ui/icon/120000/ja/120001.tex",2,"クエスト",100,0,False,False,False,"Quest Accepted"
6,"ui/icon/120000/ja/120002.tex",2,"クエスト",101,0,False,False,False,"Quest Complete!"
7,"ui/icon/120000/ja/120081.tex",2,"F.A.T.E.",303,0,False,False,False,"F.A.T.E. Joined"
8,"ui/icon/120000/ja/120082.tex",2,"F.A.T.E.",304,0,False,False,False,"F.A.T.E. Complete!"
9,,0,"未設定",0,0,False,False,False,""
10,"ui/icon/120000/ja/120111.tex",2,"全般",10,0,False,False,False,"Level Up!"
11,"ui/icon/121000/ja/121561.tex",2,"ゴールドソーサー",400,0,False,False,False,"G.A.T.E. Joined"
12,"ui/icon/121000/ja/121562.tex",2,"ゴールドソーサー",401,0,False,False,False,"G.A.T.E. Complete!"
13,,0,"未設定",0,0,False,False,False,""
14,"ui/icon/121000/ja/121551.tex",2,"ゴールドソーサー",403,0,False,False,False,"チョコボレース：Start"
15,"ui/icon/121000/ja/121552.tex",2,"ゴールドソーサー",404,0,False,False,False,"チョコボレース：Goal"
16,"ui/icon/121000/ja/121553.tex",2,"ゴールドソーサー",405,0,False,False,False,"チョコボレース：Challenge Complete!"
17,"ui/icon/121000/ja/121501.tex",2,"ゴールドソーサー",406,0,False,False,False,"モンスタートス：Nice!!"
18,"ui/icon/121000/ja/121502.tex",2,"ゴールドソーサー",407,0,False,False,False,"モンスタートス：Miss"
19,"ui/icon/121000/ja/121511.tex",2,"ゴールドソーサー",408,0,False,False,False,"ミニゲーム：Excellent!!"
20,"ui/icon/121000/ja/121512.tex",2,"ゴールドソーサー",409,0,False,False,False,"ミニゲーム：Great!!"
21,"ui/icon/121000/ja/121513.tex",2,"ゴールドソーサー",410,0,False,False,False,"ミニゲーム：Good!"
22,,0,"未設定",0,0,False,False,False,""
23,"ui/icon/120000/ja/120114.tex",2,"全般",23,0,False,False,False,"Light Party"
24,"ui/icon/120000/ja/120115.tex",2,"全般",24,0,False,False,False,"Full Party"
25,"ui/icon/120000/ja/120119.tex",2,"全般",11,0,False,False,False,"Level Down..."
26,"ui/icon/076000/076391.tex",2,"タイトルロゴ",2,0,True,False,False,"FINAL FANTASY XIV ONLINE (White)"
27,"ui/icon/076000/076392.tex",2,"タイトルロゴ",1,0,True,False,False,"FINAL FANTASY XIV ONLINE (Black)"
28,,0,"未設定",0,0,False,False,False,""
29,,0,"未設定",0,0,False,False,False,""
30,"ui/icon/076000/076531.tex",1,"トリプルトライアド",1,0,True,False,False,"トリプルトライアド：★"
31,"ui/icon/076000/076532.tex",1,"トリプルトライアド",2,0,True,False,False,"トリプルトライアド：★★"
32,"ui/icon/076000/076533.tex",1,"トリプルトライアド",3,0,True,False,False,"トリプルトライアド：★★★"
33,"ui/icon/076000/076534.tex",1,"トリプルトライアド",4,0,True,False,False,"トリプルトライアド：★★★★"
34,"ui/icon/076000/076535.tex",1,"トリプルトライアド",5,0,True,False,False,"トリプルトライアド：★★★★★"
35,"ui/icon/076000/076540.tex",1,"トリプルトライアド",6,0,True,False,False,"トリプルトライアド：1"
36,"ui/icon/076000/076541.tex",1,"トリプルトライアド",7,0,True,False,False,"トリプルトライアド：2"
37,"ui/icon/076000/076542.tex",1,"トリプルトライアド",8,0,True,False,False,"トリプルトライアド：3"
38,"ui/icon/076000/076543.tex",1,"トリプルトライアド",9,0,True,False,False,"トリプルトライアド：4"
39,"ui/icon/076000/076544.tex",1,"トリプルトライアド",10,0,True,False,False,"トリプルトライアド：5"
40,"ui/icon/076000/076545.tex",1,"トリプルトライアド",11,0,True,False,False,"トリプルトライアド：6"
41,"ui/icon/076000/076546.tex",1,"トリプルトライアド",12,0,True,False,False,"トリプルトライアド：7"
42,"ui/icon/076000/076547.tex",1,"トリプルトライアド",13,0,True,False,False,"トリプルトライアド：8"
43,"ui/icon/076000/076548.tex",1,"トリプルトライアド",14,0,True,False,False,"トリプルトライアド：9"
44,"ui/icon/076000/076549.tex",1,"トリプルトライアド",15,0,True,False,False,"トリプルトライアド：A"
45,,0,"未設定",0,0,False,False,False,""
46,,0,"未設定",0,0,False,False,False,""
47,,0,"未設定",0,0,False,False,False,""
48,,0,"未設定",0,0,False,False,False,""
49,,0,"未設定",0,0,False,False,False,""
50,"ui/icon/076000/076301.tex",1,"国旗",2,0,True,False,False,"国旗：グリダニア"
