key,0
#,Name
int32,str
0,""
1,""
2,""
3,""
4,""
5,"第1回定期報告の確認"
6,"妖精王ティターニアの話をする"
7,"全能者イノセンスの話をする"
8,"ハーデスの話をする"
9,"「美神ラクシュミ」の話をする"
10,"「豪神スサノオ」の話をする"
11,"「神龍」の話をする"
12,"「夜神ツクヨミ」の話をする"
13,"「白虎」の話をする"
14,"「朱雀」の話をする"
15,"「青龍」の話をする"
16,"「龍神バハムート」の話をする"
17,"「アルテマウェポン」の話をする"
18,"「アレキサンダー」の話をする"
19,"第2回定期報告の確認"
20,"「ルビーウェポン」"
21,"「ヴァリス帝」の話をする "
22,"「プロジェクト零」を起動する"
23,"「プロジェクト零 第2回」を起動する"
24,"「プロジェクト零 第3回」を起動する"
25,"ウォーリア・オブ・ライトの話をする"
26,"最終報告の確認"
27,"「エメラルドウェポン」"
28,"「ダイヤウェポン」"
